Optical Parameter Monitor 7.0.5319.1035

Power Meter,PM100USB
285.676,0.20573
288.292,0.20616
290.958,0.20606
293.674,0.20612
296.300,0.20599
298.968,0.20606
301.650,0.20589
304.294,0.20642
307.007,0.20668
309.674,0.20655
312.301,0.20655
314.981,0.20665
317.624,0.20668
320.309,0.20661
323.018,0.20681
325.619,0.20665
328.290,0.20697
330.973,0.20678
333.645,0.20668
336.341,0.20714
338.981,0.20707
341.622,0.20681
344.293,0.20668
347.023,0.20671
349.642,0.20638
352.292,0.20632
354.975,0.20678
357.622,0.20661
360.330,0.20652
362.958,0.20629
365.616,0.20632
368.291,0.20638
370.964,0.20622
373.680,0.20632
376.289,0.20642
378.963,0.20622
381.617,0.20612
384.294,0.20603
390.109,0.20606
392.969,0.20603
395.619,0.20593
398.299,0.20632
400.970,0.20616
403.633,0.20638
406.288,0.20616
408.969,0.20616
411.605,0.20632
414.277,0.20642
416.931,0.20658
419.618,0.20694
422.305,0.20684
424.969,0.20678
427.622,0.20665
430.317,0.20714
432.949,0.20737
435.620,0.20707
438.354,0.20674
440.944,0.20674
443.661,0.20645
446.311,0.20635
449.011,0.20625
451.652,0.20635
454.300,0.20638
456.978,0.20638
459.626,0.20625
462.309,0.20635
464.937,0.20619
467.627,0.20652
470.322,0.20658
472.972,0.20629
475.636,0.20619
478.345,0.20648
480.941,0.20655
483.621,0.20668
486.258,0.20638
488.961,0.20648
491.612,0.20688
494.272,0.2071
496.965,0.20688
499.755,0.20688
502.661,0.20697
505.617,0.20688
508.262,0.20674
510.928,0.20661
513.649,0.20645
516.264,0.20658
518.962,0.20629
521.607,0.20593
524.270,0.20603
526.970,0.20586
529.608,0.2055
532.267,0.20603
534.958,0.20606
537.599,0.2058
540.248,0.20593
542.917,0.20596
545.575,0.20609
548.236,0.20603
550.901,0.20619
553.624,0.20629
556.221,0.20632
558.979,0.20645
561.553,0.20648
564.229,0.20642
567.036,0.20648
569.613,0.20616
572.240,0.20625
575.082,0.20612
577.926,0.20589
580.555,0.20589
583.241,0.20616
585.920,0.20616
588.622,0.20635
591.238,0.20645
593.896,0.20648
596.579,0.20629
599.254,0.20635
601.904,0.20625
604.576,0.20648
607.270,0.20648
609.929,0.20652
612.589,0.20638
615.304,0.20645
617.926,0.20661
620.722,0.20629
623.263,0.20658
625.928,0.20674
628.585,0.20674
631.252,0.20688
633.908,0.20681
636.576,0.20652
639.240,0.20661
641.905,0.20665
644.577,0.20648
647.230,0.20671
649.914,0.20668
652.628,0.20642
655.314,0.20658
657.893,0.20661
660.566,0.20635
663.220,0.20642
666.184,0.20668
669.122,0.20665
671.945,0.20652
674.556,0.20658
677.229,0.20671
679.907,0.20658
682.559,0.20688
685.261,0.20658
687.927,0.20665
690.570,0.20645
693.231,0.20652
695.933,0.20642
698.547,0.20616
701.233,0.20596
703.922,0.20612
706.570,0.20609
709.222,0.20599
711.912,0.20612
714.628,0.20648
717.256,0.20606
719.935,0.20586
722.572,0.20596
725.479,0.20596
728.244,0.20603
730.927,0.20616
733.582,0.20632
736.258,0.20603
738.924,0.20635
741.570,0.20642
744.227,0.20635
746.923,0.20632
749.582,0.20616
752.250,0.20599
754.911,0.20603
757.584,0.20589
760.270,0.20567
762.934,0.20583
765.600,0.20586
768.272,0.2058
770.953,0.20586
773.654,0.20589
776.250,0.20576
778.946,0.20567
781.597,0.20583
784.272,0.20573
787.004,0.20619
789.591,0.20648
792.261,0.20638
794.945,0.20622
797.627,0.20652
800.272,0.20635
802.927,0.20629
805.614,0.20648
808.273,0.20645
810.917,0.20674
813.591,0.20648
816.265,0.20642
818.915,0.20642
821.588,0.20635
824.264,0.20635
826.966,0.20635
829.610,0.20661
832.258,0.20632
834.936,0.20642
837.590,0.20629
840.307,0.20616
842.959,0.20619
845.593,0.20589
848.243,0.20619
850.944,0.20632
853.629,0.20648
856.236,0.20642
858.927,0.20632
861.605,0.20632
864.236,0.20632
866.917,0.20629
869.588,0.20632
880.221,0.20648
882.891,0.20635
885.590,0.20629
888.240,0.20625
890.923,0.20622
893.653,0.20652
896.238,0.20648
898.924,0.20642
901.602,0.20648
904.239,0.20655
906.949,0.20625
909.599,0.20655
912.242,0.20678
914.921,0.20668
917.585,0.20681
920.262,0.20681
922.912,0.20652
925.529,0.20652
928.200,0.20655
930.873,0.20655
933.522,0.20652
936.453,0.20688
939.237,0.20688
941.971,0.20697
944.558,0.20684
947.234,0.20681
949.901,0.20684
952.569,0.20691
955.268,0.20674
957.911,0.20684
960.553,0.20681
963.230,0.20665
965.881,0.20678
968.587,0.20701
971.220,0.20671
973.891,0.20674
976.524,0.20648
979.217,0.20629
981.873,0.20668
984.539,0.20674
987.235,0.20665
989.882,0.20668
992.535,0.20638
995.207,0.20632
997.881,0.20629
1000.579,0.20629
1003.225,0.20668
1005.906,0.20648
1008.554,0.20645
1011.218,0.20665
1013.898,0.20655
1016.616,0.20674
1019.235,0.20665
1021.933,0.20652
1024.517,0.20658
1027.203,0.20681
1029.885,0.20678
1032.532,0.20681
1035.430,0.20674
1038.219,0.20681
1040.876,0.20661
1043.540,0.20681
1046.217,0.20674
1048.908,0.20701
1051.572,0.20691
1054.254,0.20681
1056.950,0.20704
1059.563,0.20704
1062.243,0.20704
1064.925,0.20704
1067.553,0.20707
1070.268,0.20694
1072.883,0.20707
1075.546,0.20697
1078.260,0.20688
1080.892,0.20697
1083.531,0.20688
1086.544,0.20684
1089.195,0.20684
1091.988,0.20681
1094.832,0.20668
1097.528,0.20674
1100.208,0.20694
1102.901,0.20668
1105.555,0.20681
1108.224,0.20678
1110.899,0.20674
1113.562,0.20678
1116.224,0.20694
1118.978,0.20681
1121.987,0.20665
1124.555,0.20665
1127.228,0.20671
1129.881,0.20668
1132.559,0.20658
1135.220,0.20658
1137.893,0.20652
1140.551,0.20668
1143.187,0.20645
1145.872,0.20658
1148.559,0.20638
1151.240,0.20642
1153.931,0.20652
1156.552,0.20645
1159.198,0.20652
1161.904,0.20632
1164.553,0.20635
1167.219,0.20632
1170.611,0.20635
1173.209,0.20642
1175.995,0.20629
1178.943,0.20625
1181.588,0.20632
1184.211,0.20629
1186.938,0.20629
1189.560,0.20625
1192.212,0.20625
1194.887,0.20622
1197.539,0.20616
1200.212,0.20625
1202.900,0.20603
1205.552,0.20619
1208.200,0.20622
1210.888,0.20616
1213.560,0.20603
1216.240,0.20622
1218.883,0.20589
1221.557,0.20589
1224.217,0.20589
1226.889,0.20554
1229.535,0.20554
1232.225,0.2057
1234.893,0.2054
1237.567,0.2055
1240.200,0.2055
1242.848,0.20527
1245.547,0.20537
1248.194,0.20521
1250.863,0.20521
1253.596,0.20537
1256.192,0.20521
1258.862,0.20508
1261.535,0.20495
1264.214,0.20491
1266.881,0.20498
1269.538,0.20501
1272.215,0.20524
1274.884,0.20504
1277.535,0.20504
1280.202,0.20521
1282.889,0.20501
1285.575,0.20518
1290.302,0.20518
1292.904,0.20524
1295.524,0.20504
1298.198,0.20521
1300.917,0.2054
1303.570,0.2057
1306.223,0.20589
1308.868,0.20593
1311.517,0.20632
1314.192,0.20645
1316.863,0.20632
1319.556,0.20642
1322.228,0.20645
1324.892,0.20665
1327.537,0.20665
1330.237,0.20668
1332.914,0.20671
1335.562,0.20674
1338.276,0.20681
1340.881,0.20661
1343.539,0.20668
1346.222,0.20678
1348.880,0.20668
1351.537,0.20694
1354.233,0.20688
1356.927,0.20688
1359.535,0.20691
1362.206,0.20714
1364.858,0.20704
1367.542,0.2071
1370.250,0.20733
1372.856,0.20717
1375.531,0.20727
1378.253,0.2072
1380.888,0.2072
1383.535,0.20723
1386.209,0.20737
1388.885,0.2073
1391.546,0.20737
1394.225,0.20746
1396.889,0.20743
1399.555,0.2074
1402.221,0.20727
1404.860,0.20737
1407.536,0.20727
1410.217,0.2074
1412.865,0.2072
1415.535,0.2073
1418.200,0.20733
1420.860,0.20707
1423.536,0.20714
1426.200,0.2071
1428.853,0.20727
1431.500,0.20717
1434.211,0.20733
1436.889,0.20727
1439.532,0.2072
1442.186,0.20723
1444.869,0.2072
1447.544,0.20727
1450.210,0.2072
1452.870,0.20727
1455.535,0.20704
1458.191,0.20704
1460.863,0.2071
1463.562,0.20701
1466.226,0.20681
1468.929,0.20688
1471.620,0.20671
1474.221,0.20701
1476.869,0.20694
1479.535,0.20701
1482.183,0.20684
1484.885,0.20674
1487.540,0.20671
1490.185,0.20694
1492.880,0.20701
1495.547,0.20674
1498.194,0.20688
1500.884,0.20674
1503.677,0.20665
1506.415,0.20661
1509.191,0.20655
1511.866,0.20668
1514.546,0.20674
1517.207,0.20661
1519.852,0.20645
1522.540,0.20635
1525.208,0.20625
1527.875,0.20638
1530.518,0.20652
1533.189,0.20642
1535.903,0.20648
1538.583,0.20629
1541.186,0.20629
1547.668,0.20638
1550.533,0.20625
1553.297,0.20622
1555.853,0.20638
1558.509,0.20658
1561.170,0.20645
1563.820,0.20642
1566.486,0.20619
1569.489,0.20625
1572.182,0.20612
1574.850,0.20589
1577.495,0.20599
1580.149,0.20609
1582.854,0.20635
1585.530,0.20629
1588.175,0.20635
1590.854,0.20619
1593.502,0.20622
1596.168,0.20612
1598.847,0.20612
1601.507,0.20596
1604.185,0.20596
1606.850,0.20609
1609.526,0.20606
1612.167,0.20603
1614.825,0.20599
1617.615,0.20629
1620.766,0.20609
1623.509,0.20612
1626.183,0.20616
1628.826,0.20616
1631.472,0.20632
1634.147,0.20645
1636.889,0.20629
1639.477,0.20645
1642.144,0.20619
1644.817,0.20622
1647.470,0.20612
1650.147,0.20563
1652.887,0.20504
1655.495,0.20485
1658.151,0.20419
1660.823,0.20446
1663.472,0.20472
1666.148,0.20472
1668.874,0.20433
1671.514,0.20475
1674.179,0.20459
1676.824,0.20393
1679.494,0.20406
1682.192,0.20377
1684.895,0.20397
1687.511,0.20416
1690.227,0.20406
1692.893,0.20472
1695.526,0.20465
1698.195,0.20488
1700.872,0.20488
1703.540,0.20488
1706.191,0.20429
1708.870,0.20423
1711.514,0.20485
1714.194,0.20478
1716.898,0.20459
1719.523,0.20485
1722.176,0.20465
1724.835,0.20442
1727.522,0.20508
1730.205,0.20488
1732.864,0.20429
1735.504,0.20501
1738.161,0.20485
1740.809,0.20462
1743.481,0.20475
1746.162,0.20508
1750.361,0.20498
1753.171,0.20478
1755.813,0.20469
1758.507,0.20478
1761.168,0.20459
1763.854,0.20426
1766.502,0.20439
1769.168,0.20462
1771.991,0.20452
1774.832,0.20393
1777.566,0.20459
1780.164,0.20433
1782.883,0.20465
1785.523,0.20518
1788.162,0.20488
1790.833,0.20508
1793.507,0.20504
1796.194,0.20488
1798.872,0.20423
1801.539,0.20442
1804.198,0.20465
1806.837,0.20439
1809.517,0.20423
1812.177,0.20374
1814.842,0.20335
1817.530,0.20338
1820.190,0.20357
1822.836,0.20393
1825.506,0.20442
1828.176,0.20413
1830.851,0.20439
1833.512,0.20449
1836.163,0.20436
1838.886,0.20416
1841.531,0.20482
1844.168,0.20527
1846.840,0.2054
1849.532,0.20547
1852.168,0.2056
1854.836,0.20563
1857.505,0.20583
1860.160,0.2058
1862.866,0.20596
1865.482,0.20586
1868.192,0.20609
1870.852,0.20609
1873.510,0.20609
1876.164,0.20616
1878.857,0.20616
1881.500,0.20586
1884.189,0.20606
1886.853,0.20603
1889.487,0.20593
1892.155,0.20596
1894.885,0.20606
1897.490,0.20599
1900.168,0.20599
1902.859,0.20609
1905.478,0.20616
1908.155,0.20635
1910.852,0.20632
1913.499,0.20638
1916.199,0.20616
1918.853,0.20629
1921.481,0.20609
1924.186,0.20609
1926.842,0.20625
1929.522,0.20606
1932.166,0.20616
1934.891,0.20619
1937.494,0.20616
1940.240,0.20619
1942.831,0.20612
1945.489,0.20606
1948.162,0.20603
1950.844,0.20625
1953.494,0.20635
1956.186,0.20652
1958.895,0.20642
1961.483,0.20625
1964.158,0.20635
1966.841,0.20625
1969.487,0.20638
1972.165,0.20642
1974.834,0.20632
1977.482,0.20638
1980.164,0.20619
1982.929,0.20638
1985.492,0.20625
1988.206,0.20642
1990.924,0.20658
1993.492,0.20638
1996.185,0.20625
1998.836,0.20622
2001.672,0.20638
2004.503,0.20642
2007.160,0.20655
2009.890,0.20658
2012.455,0.20658
2015.163,0.20665
2017.844,0.20681
2020.490,0.20688
2023.171,0.20671
2025.838,0.20684
2028.484,0.20684
2031.189,0.20684
2033.851,0.20694
2036.492,0.20684
2039.155,0.20701
2041.841,0.20707
2044.501,0.2071
2047.165,0.20704
2049.846,0.20697
2052.489,0.20701
2055.144,0.20714
2057.835,0.20701
2060.490,0.20697
2063.181,0.20684
2065.814,0.20704
2068.548,0.2071
2071.133,0.2071
2073.819,0.20704
2076.494,0.20704
2079.164,0.20723
2081.827,0.20707
2084.501,0.2073
2087.169,0.20727
2089.827,0.2073
2092.478,0.20727
2095.145,0.2071
2097.844,0.20727
2100.466,0.20714
2103.141,0.20694
2105.817,0.20688
2108.461,0.20678
2111.161,0.20678
2113.812,0.20642
2116.551,0.20632
2119.140,0.20599
2121.805,0.20606
2124.490,0.20616
2127.180,0.20622
2129.818,0.20632
2132.540,0.20619
2135.148,0.20534
2137.833,0.20534
2140.488,0.2055
2143.135,0.2055
2145.821,0.2057
2148.494,0.20557
2151.152,0.20563
2153.822,0.20563
2156.513,0.2057
2159.161,0.20547
2161.804,0.2057
2164.496,0.20573
2167.147,0.20554
2169.837,0.20557
2172.471,0.20557
2175.165,0.2055
2177.840,0.2055
2180.468,0.20563
2183.125,0.2055
2185.810,0.20563
2188.483,0.2055
2191.145,0.20573
2193.803,0.2056
2196.462,0.20583
2199.139,0.2058
2201.823,0.20599
2204.489,0.20612
2207.131,0.20638
2209.810,0.20625
2212.490,0.20642
2215.135,0.20635
2217.819,0.20638
2220.478,0.20642
2223.132,0.20642
2225.855,0.20635
2228.467,0.20648
2231.178,0.20661
2233.819,0.20645
2236.460,0.20661
2239.131,0.20652
2241.827,0.20645
2244.510,0.20655
2247.138,0.20655
2249.824,0.20648
2253.171,0.20635
2255.819,0.20648
2258.470,0.20642
2261.172,0.20645
2263.828,0.20655
2266.464,0.20658
2269.149,0.20645
2271.822,0.20661
2274.477,0.20655
2277.146,0.20658
2279.858,0.20648
2282.477,0.20629
2287.017,0.20642
2289.825,0.20635
2292.463,0.20629
2295.137,0.20629
2297.848,0.20619
2300.467,0.20635
2303.147,0.20632
2305.810,0.20632
2308.459,0.20658
2311.164,0.20652
2313.818,0.20655
2316.463,0.20642
2319.164,0.20625
2321.811,0.20635
2324.504,0.20603
2327.138,0.20612
2329.805,0.20609
2332.462,0.20589
2335.142,0.20599
2337.811,0.20593
2340.511,0.20593
2343.147,0.20586
2345.817,0.20599
2348.468,0.20586
2351.144,0.20603
2353.785,0.20606
2356.462,0.20603
2359.136,0.20606
2361.781,0.20606
2364.504,0.20593
2367.159,0.20606
2369.816,0.20606
2372.486,0.20596
2375.139,0.20622
2377.824,0.20589
2380.469,0.20599
2383.267,0.20586
2385.910,0.20593
2388.467,0.20593
2391.136,0.20589
2393.782,0.20603
2396.467,0.20586
2399.145,0.20576
2401.828,0.20589
2404.479,0.20583
2407.123,0.20603
2409.826,0.20586
2412.456,0.20586
2415.147,0.20583
2417.800,0.20589
2420.469,0.20586
2423.107,0.20589
2425.786,0.20583
2428.462,0.20573
2431.201,0.2057
2433.771,0.20573
2436.462,0.2058
2439.119,0.2056
2441.800,0.20567
2444.510,0.2057
2447.120,0.20583
2449.791,0.2058
2452.503,0.20596
2455.127,0.2058
2457.813,0.2058
2460.475,0.20583
2463.126,0.20576
2465.785,0.20589
2468.460,0.20583
2471.120,0.20573
2473.790,0.2058
2476.487,0.20586
2479.111,0.20554
2481.788,0.2057
2484.452,0.20573
2487.124,0.2057
2489.781,0.20567
2492.439,0.20586
2495.106,0.2056
2497.777,0.20583
2500.437,0.20576
2503.114,0.20576
2505.778,0.20576
2508.419,0.20583
2511.148,0.20589
2513.777,0.20586
2516.501,0.20583
2519.141,0.20583
2521.800,0.2057
2524.472,0.20576
2527.128,0.20586
2529.791,0.2058
2532.469,0.20596
2535.193,0.20593
2537.798,0.20589
2540.462,0.20589
2543.112,0.20593
2545.784,0.20603
2548.477,0.20606
2551.129,0.20616
2553.789,0.20593
2556.439,0.20609
2559.101,0.20603
2561.763,0.20586
2564.426,0.20616
2567.254,0.20606
2569.791,0.20609
2572.442,0.20609
2575.115,0.20606
2577.821,0.20606
2580.443,0.20606
2583.116,0.20596
2585.819,0.20596
2588.443,0.20616
2591.157,0.20619
2593.781,0.20599
2596.448,0.20625
2599.111,0.20616
2601.824,0.20616
2604.442,0.20619
2607.099,0.20629
2609.798,0.20616
2612.456,0.20625
2615.108,0.20622
2617.790,0.20612
2620.435,0.20609
2623.115,0.20616
2625.780,0.20616
2628.434,0.20629
2631.140,0.20619
2633.788,0.20632
2636.439,0.20629
2639.119,0.20632
2641.789,0.20635
2644.477,0.20616
2647.106,0.20629
2649.791,0.20622
2652.457,0.20619
2655.143,0.20629
2657.798,0.20629
2660.427,0.20638
2663.285,0.20645
2666.175,0.20681
2668.804,0.20665
2671.426,0.20648
2674.114,0.20635
2676.795,0.20632
2679.468,0.20661
2682.115,0.20635
2684.836,0.20648
2687.448,0.20642
2690.112,0.20665
2692.823,0.20658
2695.436,0.20648
2698.119,0.20661
2700.767,0.20684
2703.440,0.20714
2706.164,0.20665
2708.805,0.20694
2711.497,0.20652
2714.130,0.20645
2716.791,0.20642
2719.511,0.20619
2722.084,0.20642
2724.756,0.20619
2727.443,0.20652
2730.087,0.20684
2732.810,0.20697
2735.458,0.20671
2738.117,0.20684
2740.765,0.20694
2743.431,0.20701
2746.149,0.20714
2748.790,0.2074
2751.582,0.20717
2754.486,0.20688
2757.116,0.20681
2759.785,0.20665
2762.436,0.20638
2765.107,0.20606
2767.767,0.20645
2770.442,0.20645
2773.098,0.20629
2775.763,0.20655
2778.444,0.20625
2781.124,0.20625
2783.772,0.20655
2786.440,0.20661
2789.084,0.20655
2791.762,0.20661
2794.475,0.20697
2797.090,0.20655
2799.750,0.20671
2802.440,0.20694
2805.089,0.20668
2807.792,0.20668
2810.441,0.20668
2813.083,0.20671
2815.773,0.20638
2818.416,0.20638
2821.163,0.20661
2823.776,0.20645
2826.434,0.20674
2829.094,0.20642
2831.766,0.20638
2834.441,0.20674
2837.089,0.20661
2839.782,0.20674
2842.442,0.20723
2845.074,0.20691
2847.799,0.20629
2850.437,0.20668
2853.087,0.20678
2855.756,0.20652
2858.419,0.20625
2861.151,0.20606
2863.762,0.20603
2866.437,0.20619
2869.105,0.2056
2871.783,0.20589
2874.492,0.20557
2877.080,0.20609
2879.761,0.20629
2882.463,0.20648
2885.118,0.20655
2887.771,0.20612
2890.438,0.20678
2893.092,0.20678
2895.767,0.20658
2898.416,0.20723
2901.107,0.20674
2903.804,0.20616
2906.413,0.20616
2909.101,0.20661
2911.769,0.20642
2914.468,0.20609
2917.103,0.20674
2919.838,0.20609
2922.411,0.20586
2925.098,0.20684
2927.806,0.2071
2930.412,0.20707
2933.071,0.20707
2935.811,0.20714
2938.419,0.20697
2941.124,0.20756
2943.763,0.20773
2946.417,0.20717
2949.087,0.20697
2951.765,0.20645
2954.440,0.20661
2957.086,0.20674
2959.762,0.20671
2962.415,0.20688
2965.089,0.20658
2967.772,0.20661
2970.412,0.20661
2973.075,0.20681
2975.765,0.2073
2978.430,0.20746
2981.155,0.2073
2983.758,0.2072
2986.407,0.20697
2989.084,0.2073
2991.763,0.20795
2994.450,0.20763
2997.108,0.20792
2999.764,0.20769
3002.414,0.20795
3005.087,0.20779
3007.911,0.20769
3010.763,0.20746
3013.415,0.20743
3016.141,0.20737
3018.797,0.20723
3021.427,0.2074
3024.093,0.20792
3026.766,0.20776
3029.451,0.20818
3032.092,0.20782
3035.083,0.20759
3037.786,0.20737
3040.417,0.20782
3043.089,0.20808
3045.774,0.20773
3048.409,0.20799
3051.033,0.20753
3053.774,0.2075
3056.392,0.20697
3059.063,0.20727
3061.735,0.2072
3064.378,0.2073
3067.033,0.20753
3069.764,0.20789
3072.416,0.20805
3075.090,0.20799
3077.763,0.20822
3080.415,0.20848
3083.070,0.20835
3085.758,0.20864
3088.412,0.20884
3091.126,0.20893
3093.767,0.20844
3096.410,0.20841
3099.080,0.20831
3101.771,0.20815
3104.461,0.20815
3107.056,0.20786
3109.764,0.20769
3112.414,0.20779
3115.076,0.20831
3117.767,0.20822
3120.544,0.20805
3123.701,0.20831
3126.427,0.20795
3129.067,0.20841
3131.782,0.20884
3134.409,0.2089
3137.115,0.2089
3139.782,0.20884
3142.404,0.2089
3145.061,0.20923
3147.789,0.20907
3150.410,0.20864
3153.072,0.20851
3155.762,0.20871
3158.417,0.20887
3161.101,0.209
3163.762,0.2091
3166.419,0.20913
3169.064,0.20929
3171.749,0.20926
3174.405,0.20897
3177.035,0.209
3179.734,0.20916
3182.413,0.20929
3185.067,0.20923
3187.773,0.20939
3190.456,0.20949
3193.107,0.20946
3195.792,0.20956
3198.421,0.20949
3201.108,0.20939
3203.762,0.20939
3206.378,0.20962
3209.042,0.20946
3211.737,0.20962
3214.460,0.20959
3217.071,0.2092
3219.811,0.20926
3222.393,0.20936
3225.065,0.20893
3227.862,0.20897
3230.407,0.209
3233.068,0.20907
3235.777,0.209
3238.398,0.20916
3241.109,0.20913
3243.783,0.20916
3246.395,0.20933
3249.059,0.20907
3251.777,0.20926
3254.423,0.20926
3257.059,0.20916
3259.762,0.2092
3262.384,0.2092
3265.071,0.20913
3267.774,0.2092
3270.388,0.20903
3273.031,0.20926
3275.809,0.209
3278.403,0.2091
3281.032,0.20907
3283.724,0.209
3286.376,0.209
3289.024,0.2092
3291.761,0.20903
3294.424,0.2091
3297.061,0.2091
3299.764,0.209
3302.421,0.20844
3305.064,0.20815
3307.789,0.20844
3310.384,0.20844
3313.067,0.20871
3315.753,0.20877
3318.407,0.20884
3321.104,0.20874
3323.765,0.2088
3326.393,0.20871
3329.062,0.20903
3331.780,0.20877
3334.388,0.20884
3337.071,0.20884
3339.758,0.20867
3342.390,0.2088
3345.103,0.20874
3347.797,0.20887
3350.390,0.20887
3353.093,0.20903
3355.775,0.2088
3358.390,0.2088
3361.094,0.20874
3363.775,0.20884
3366.393,0.2088
3369.097,0.2089
3371.767,0.20874
3374.417,0.2089
3377.071,0.20874
3379.763,0.20874
3382.404,0.20848
3385.239,0.20877
3388.055,0.20861
3390.767,0.20877
3393.389,0.20887
3396.063,0.20867
3398.763,0.20884
3401.473,0.20851
3404.039,0.20871
3406.760,0.20851
3409.419,0.20828
3412.040,0.20815
3414.764,0.20831
3417.449,0.20815
3420.401,0.20808
3423.043,0.20825
3425.769,0.20799
3428.388,0.20825
3431.052,0.20812
3433.762,0.20828
3436.399,0.20838
3439.028,0.20828
3441.758,0.20838
3444.427,0.20857
3447.041,0.20822
3449.760,0.20835
3452.391,0.20838
3455.031,0.20822
3457.790,0.20822
3460.364,0.20792
3463.040,0.20776
3465.765,0.20802
3468.393,0.20822
3471.100,0.20789
3473.762,0.20812
3476.403,0.20818
3479.040,0.20812
3481.764,0.20828
3484.391,0.20815
3487.056,0.20802
3489.763,0.20831
3492.367,0.20815
3495.042,0.20812
3497.945,0.20822
3500.760,0.20831
3503.384,0.20799
3506.077,0.20808
3508.753,0.20812
3511.330,0.20795
3514.038,0.20799
3516.782,0.20799
3519.413,0.20789
3522.032,0.20786
3524.785,0.20792
3527.376,0.20766
3530.033,0.20763
3532.795,0.20786
3535.375,0.20782
3538.036,0.20812
3540.760,0.20799
3543.511,0.20792
3546.378,0.20786
3549.043,0.20786
3551.762,0.20776
3554.397,0.20799
3557.039,0.20776
3559.752,0.20776
3562.369,0.20759
3565.038,0.20773
3567.769,0.20773
3570.362,0.20756
3573.033,0.20786
3575.764,0.20782
3578.422,0.20773
3581.038,0.20773
3583.777,0.20773
3586.363,0.20786
3589.042,0.20786
3591.760,0.20786
3594.431,0.20776
3597.043,0.20779
3599.768,0.20799
3602.413,0.20792
3605.055,0.20776
3607.805,0.20805
3610.354,0.20773
3613.042,0.20782
3615.764,0.20792
3618.370,0.20779
3621.062,0.20799
3623.731,0.20802
3626.321,0.20779
3629.006,0.20812
3631.733,0.20838
3634.341,0.20815
3637.022,0.20812
3639.772,0.20815
3642.376,0.20799
3645.044,0.20799
3647.761,0.20815
3650.362,0.20795
3653.046,0.20805
3655.777,0.20799
3658.376,0.20779
3661.089,0.20782
3663.799,0.20773
3666.381,0.20776
3669.026,0.20769
3671.771,0.20782
3674.405,0.20786
3677.049,0.20795
3679.763,0.20782
3682.364,0.20795
3685.053,0.20792
3687.763,0.20779
3690.353,0.20795
3693.021,0.20779
3695.750,0.20782
3698.359,0.20779
3701.043,0.20773
3703.757,0.20773
3706.372,0.20763
3709.030,0.20746
3711.766,0.20766
3714.362,0.20756
3717.041,0.20766
3719.841,0.20737
3722.785,0.20737
3725.367,0.20733
3728.013,0.2075
3730.785,0.20763
3733.362,0.2074
3736.089,0.2075
3738.785,0.20743
3741.368,0.2074
3743.986,0.20737
3746.767,0.20753
3749.373,0.20733
3752.021,0.20746
3754.764,0.20753
3757.374,0.20743
3760.022,0.20766
3762.820,0.20759
3765.374,0.20766
3768.056,0.20766
3770.776,0.20769
3773.373,0.20753
3776.045,0.20779
3778.769,0.20763
3781.368,0.20756
3784.015,0.20763
3786.776,0.20782
3789.392,0.20769
3792.011,0.20805
3794.767,0.20795
3797.358,0.20799
