Optical Parameter Monitor 7.0.5319.1035

Power Meter,PM100USB
Power Meter SN,P2000216
Sensor,S121C
Sensor SN,09072425
Sensor Type,Photodiode
Wavelength,532 nm
Range,Auto

Start of Measurement,5/18/2026 16:14:26
Elapsed Time,00:00:10:000
Samples,3738

--Statistics--
Minimum [W],0.14725
Maximum [W],0.1654
Mean [W],0.15807
Standard Deviation [W],0.0042216
Ratio,1.123 : 1

--Graph Data--
Time (ms),Power (W)
3607.746,0.16451
3610.402,0.16432
3613.048,0.16415
3615.747,0.16415
3618.412,0.16422
3621.089,0.16422
3623.747,0.16415
3626.397,0.16409
3629.081,0.16392
3631.747,0.16396
3634.402,0.16376
3637.074,0.16363
3639.744,0.1636
3642.374,0.16347
3645.064,0.16347
3647.725,0.16327
3650.384,0.16327
3653.035,0.16301
3655.717,0.16307
3658.420,0.16301
3661.067,0.16298
3663.748,0.16291
3666.565,0.16301
3669.425,0.16298
3672.073,0.16272
3674.752,0.16268
3677.400,0.16258
3680.052,0.16245
3682.749,0.16249
3685.416,0.16242
3688.044,0.16249
3690.710,0.16232
3693.348,0.16226
3695.999,0.16239
3698.704,0.16219
3701.360,0.16203
3703.998,0.16196
3706.715,0.16196
3709.358,0.16193
3712.002,0.1618
3714.698,0.16196
3717.361,0.16196
3719.999,0.16206
3722.751,0.16196
3725.351,0.162
3728.036,0.16193
3730.735,0.1619
3733.361,0.16203
3735.997,0.16203
3738.705,0.16209
3741.347,0.16203
3744.036,0.16203
3746.731,0.1619
3749.443,0.162
3752.074,0.16193
3754.731,0.16196
3757.383,0.16216
3760.072,0.162
3762.757,0.16229
3765.381,0.16232
3768.066,0.16236
3770.706,0.16255
3773.391,0.16252
3776.040,0.16245
3778.701,0.16245
3781.396,0.16262
3784.058,0.16265
3786.922,0.16268
3789.745,0.16262
3792.390,0.16249
3795.040,0.16265
3797.744,0.16252
3800.391,0.16249
3803.051,0.16249
3805.743,0.16255
3808.392,0.16245
3811.042,0.16265
3813.744,0.16262
3816.416,0.16258
3819.058,0.16268
3821.738,0.16272
3824.387,0.16278
3827.036,0.16275
3829.743,0.16242
3832.393,0.16265
3835.014,0.16252
3837.699,0.16249
3840.324,0.16252
3842.999,0.16255
3845.701,0.16265
3848.350,0.16262
3851.056,0.16258
3853.699,0.16275
3856.323,0.16291
3858.997,0.16285
3861.697,0.16304
3864.350,0.16317
3867.032,0.16321
3869.737,0.16337
3872.486,0.16353
3875.017,0.1634
3877.762,0.1635
3880.432,0.16357
3883.065,0.16353
3885.768,0.16357
3888.392,0.16366
3891.042,0.1637
3893.743,0.16383
3896.411,0.16392
3899.406,0.16402
3902.072,0.16399
3904.743,0.16415
3907.352,0.16406
3910.043,0.16415
3912.712,0.16428
3915.328,0.16422
3918.061,0.16445
3920.735,0.16451
3923.364,0.16438
3926.036,0.16451
3928.709,0.16435
3931.359,0.16435
3934.049,0.16448
3936.736,0.16445
3939.362,0.16442
3942.012,0.16432
3944.705,0.16458
3947.368,0.16455
3949.987,0.16458
3952.737,0.16468
3955.363,0.16474
3958.015,0.16497
3960.710,0.16481
3963.346,0.16487
3966.032,0.16487
3968.730,0.16484
3971.462,0.16494
3974.010,0.16481
3976.719,0.16474
3979.327,0.16487
3982.021,0.16477
3984.751,0.16484
3987.370,0.16484
3990.018,0.16468
3992.777,0.16484
3995.400,0.16468
3998.023,0.16481
4000.758,0.16471
4003.389,0.16481
4006.034,0.16481
4008.763,0.16481
4011.343,0.16471
4014.044,0.16471
4016.713,0.16461
4019.417,0.16461
4022.012,0.16468
4024.740,0.16455
4027.328,0.16458
4029.976,0.16455
4032.906,0.16451
4035.733,0.16428
4038.366,0.16419
4040.983,0.16428
4043.740,0.16419
4046.372,0.16419
4049.030,0.16445
4051.752,0.16432
4054.365,0.16422
4057.034,0.16422
4059.742,0.16438
4062.369,0.16415
4065.019,0.16419
4067.765,0.16389
4070.472,0.16389
4072.997,0.16389
4075.738,0.16353
4078.418,0.1634
4081.011,0.1637
4083.734,0.1637
4086.351,0.16383
4089.011,0.16389
4091.757,0.16402
4094.368,0.16353
4097.018,0.16347
4099.939,0.16304
4102.793,0.16294
4105.381,0.16307
4108.018,0.16281
4110.752,0.162
4113.343,0.16138
4116.022,0.16115
4118.785,0.16131
4121.359,0.1616
4124.005,0.16209
4126.729,0.16245
4129.362,0.16275
4132.008,0.16321
4134.729,0.1635
4137.372,0.16357
4140.010,0.16389
4142.716,0.16422
4145.339,0.16445
4148.016,0.16458
4150.773,0.16468
4153.337,0.16471
4156.013,0.16468
4158.734,0.16468
4161.341,0.16471
4164.019,0.16484
4166.747,0.16491
4169.339,0.16481
4172.012,0.16491
4174.735,0.16468
4177.367,0.16464
4180.017,0.16471
4182.733,0.16477
4185.359,0.16461
4188.047,0.16471
4190.727,0.16468
4193.323,0.16468
4196.018,0.16461
4198.735,0.16468
4201.353,0.16461
4204.032,0.16451
4206.741,0.16435
4209.341,0.16442
4212.016,0.16445
4214.747,0.16438
4217.355,0.16435
4220.021,0.16422
4222.743,0.16419
4225.340,0.16425
4227.984,0.16425
4230.750,0.16432
4233.315,0.16435
4236.019,0.16432
4238.743,0.16445
4241.343,0.16435
4243.984,0.16435
4246.749,0.16432
4249.347,0.16432
4252.030,0.16422
4254.744,0.16412
4257.355,0.16399
4260.022,0.16386
4262.748,0.16383
4265.355,0.16389
4268.025,0.16376
4270.749,0.16383
4273.355,0.16386
4276.002,0.1637
4278.756,0.16373
4281.355,0.16379
4284.026,0.16406
4286.744,0.16402
4289.334,0.16406
4291.989,0.16392
4294.768,0.16402
4297.339,0.16383
4299.989,0.16396
4302.786,0.16406
4305.333,0.16422
4308.005,0.16445
4310.741,0.16428
4313.355,0.16428
4315.994,0.16422
4318.759,0.16438
4321.336,0.16422
4324.007,0.16415
4326.745,0.16428
4329.347,0.16419
4331.964,0.16422
4334.727,0.16419
4337.305,0.16419
4339.990,0.16412
4342.735,0.16402
4345.345,0.16399
4347.993,0.16412
4350.791,0.16402
4353.337,0.16396
4356.002,0.16402
4358.744,0.16392
4361.346,0.16402
4363.998,0.16396
4366.714,0.16389
4369.383,0.16389
4371.999,0.16386
4374.749,0.16376
4377.349,0.16379
4379.998,0.16373
4382.749,0.1636
4385.355,0.16373
4388.012,0.16366
4390.722,0.16353
4393.319,0.1635
4395.969,0.16357
4398.700,0.16347
4401.319,0.16357
4403.978,0.16357
4406.748,0.1634
4409.342,0.16337
4411.968,0.16343
4414.735,0.16327
4417.343,0.16324
4419.984,0.16327
4422.745,0.16317
4425.347,0.16337
4427.963,0.1634
4430.748,0.1634
4433.349,0.1634
4435.953,0.1634
4438.699,0.16347
4441.300,0.16363
4443.949,0.16363
4446.699,0.16376
4449.308,0.16383
4452.005,0.16383
4454.744,0.16396
4457.322,0.16389
4461.007,0.16389
4463.747,0.16379
4466.283,0.16379
4469.008,0.16386
4471.704,0.16379
4474.274,0.16392
4476.948,0.16389
4479.701,0.16402
4482.288,0.16399
4484.966,0.16396
4487.779,0.16399
4490.355,0.16392
4492.988,0.16383
4495.743,0.16379
4498.337,0.16386
4501.047,0.16379
4503.744,0.16347
4506.319,0.1634
4508.994,0.16317
4511.743,0.16301
4514.308,0.16291
4516.998,0.16278
4519.725,0.16272
4522.308,0.16268
4524.994,0.16278
4527.677,0.16281
4530.324,0.16307
4533.054,0.16321
4535.627,0.16311
4538.300,0.16311
4540.949,0.16314
4543.625,0.16327
4546.327,0.16324
4548.997,0.16324
4551.659,0.1633
4554.318,0.16321
4556.998,0.16317
4559.613,0.16317
4562.325,0.16314
4564.999,0.16347
4567.782,0.16347
4570.320,0.1637
4572.997,0.16379
4575.653,0.16389
4578.344,0.16383
4580.995,0.16409
4583.653,0.16406
4586.323,0.16409
4588.994,0.16389
4591.644,0.16373
4594.324,0.16343
4597.002,0.16357
4599.650,0.16343
4602.278,0.16343
4604.949,0.1635
4607.647,0.1634
4610.323,0.16337
4612.995,0.1633
4615.646,0.16324
4618.336,0.16307
4620.974,0.16307
4623.628,0.16321
4626.305,0.16334
4628.967,0.16311
4631.626,0.16304
4634.349,0.16314
4636.956,0.16301
4639.621,0.16301
4642.290,0.16278
4644.927,0.16275
4647.601,0.16265
4650.381,0.16268
4653.000,0.16272
4655.657,0.16249
4658.329,0.16258
4660.968,0.16236
4663.677,0.16242
4666.319,0.16226
4668.980,0.16196
4671.663,0.16193
4674.309,0.1618
4676.975,0.1616
4679.649,0.16141
4682.288,0.16124
4684.981,0.16124
4687.622,0.16108
4690.276,0.16092
4692.925,0.16082
4695.599,0.16075
4698.341,0.16079
4701.011,0.16069
4703.616,0.16072
4706.275,0.16069
4708.925,0.16069
4711.599,0.16069
4714.275,0.16056
4716.934,0.16085
4719.614,0.16079
4722.284,0.16088
4724.929,0.16079
4727.600,0.16085
4730.277,0.16082
4732.925,0.16075
4735.643,0.16098
4738.336,0.16085
4740.949,0.16072
4743.655,0.16072
4746.391,0.16072
4748.957,0.16066
4751.637,0.16053
4754.361,0.16043
4756.967,0.1603
4759.642,0.16017
4762.314,0.16039
4764.961,0.1602
4767.667,0.16017
4770.292,0.1602
4772.965,0.16036
4775.637,0.16003
4778.311,0.16013
4780.972,0.1603
4783.657,0.16013
4786.294,0.16013
4788.928,0.16013
4791.604,0.16
4794.317,0.15968
4796.962,0.15945
4799.658,0.15919
4802.288,0.15919
4804.924,0.15905
4807.571,0.15896
4810.273,0.15905
4812.921,0.15892
4815.572,0.15886
4818.282,0.15883
4820.921,0.15902
4823.574,0.15873
4826.247,0.15866
4828.946,0.1586
4831.653,0.15847
4834.323,0.15834
4836.969,0.15804
4839.648,0.15798
4842.293,0.15781
4844.935,0.15762
4847.637,0.15758
4850.290,0.15755
4853.109,0.15752
4855.640,0.15775
4858.356,0.15834
4860.991,0.15909
4863.611,0.15981
4866.294,0.1602
4868.974,0.16085
4871.625,0.16075
4874.303,0.16049
4876.981,0.16059
4879.624,0.16102
4882.299,0.16115
4884.985,0.16118
4887.624,0.16121
4890.303,0.16118
4892.984,0.16144
4895.624,0.16128
4898.325,0.16111
4901.013,0.16098
4903.633,0.16115
4906.302,0.16111
4908.980,0.16105
4911.627,0.16108
4914.299,0.16105
4916.983,0.16095
4919.631,0.16085
4922.261,0.16066
4924.928,0.16062
4927.614,0.16062
4930.249,0.16056
4932.923,0.16043
4935.583,0.16053
4938.280,0.16056
4940.899,0.16036
4943.685,0.16043
4946.320,0.16062
4948.946,0.16056
4951.587,0.16062
4954.267,0.16053
4956.972,0.16036
4959.602,0.16033
4962.279,0.16023
4964.928,0.16
4967.603,0.1602
4970.275,0.16013
4972.953,0.16003
4975.614,0.15994
4978.286,0.15994
4980.936,0.15971
4983.593,0.15974
4986.306,0.15977
4988.947,0.15958
4991.620,0.15964
4994.299,0.15951
4996.954,0.15935
4999.625,0.15935
5002.284,0.15928
5004.924,0.15909
5007.584,0.15928
5010.249,0.15925
5012.899,0.15912
5015.577,0.15909
5018.271,0.15905
5020.900,0.15889
5023.574,0.15879
5026.249,0.15902
5028.946,0.15876
5031.613,0.15863
5034.294,0.15856
5036.928,0.15853
5039.616,0.1583
5042.294,0.15824
5044.941,0.15804
5047.613,0.15798
5050.313,0.15791
5052.969,0.15814
5055.619,0.15804
5058.284,0.15801
5060.947,0.15817
5063.625,0.15811
5066.274,0.15807
5068.934,0.15798
5071.599,0.15765
5074.279,0.15775
5076.954,0.15758
5079.633,0.15742
5082.257,0.15749
5084.952,0.15732
5087.616,0.15696
5090.291,0.15706
5092.944,0.15719
5095.615,0.15683
5098.281,0.15696
5100.912,0.15706
5103.578,0.15686
5106.249,0.1569
5108.901,0.15706
5111.618,0.15696
5114.260,0.15686
5116.909,0.15693
5119.576,0.15667
5122.226,0.1566
5124.901,0.1566
5127.559,0.15634
5130.235,0.15624
5132.903,0.15608
5135.582,0.15608
5138.251,0.15595
5140.901,0.15608
5143.560,0.15592
5146.227,0.15621
5148.899,0.15611
5151.627,0.15615
5154.271,0.15615
5156.955,0.15628
5159.599,0.15631
5162.281,0.15615
5164.959,0.15611
5167.665,0.15611
5170.274,0.15611
5172.960,0.15598
5175.581,0.15605
5178.284,0.15598
5180.930,0.15585
5183.608,0.15601
5186.257,0.15608
5188.956,0.15624
5191.584,0.15631
5194.298,0.15634
5196.951,0.15641
5199.595,0.15644
5202.279,0.1566
5204.908,0.15657
5207.565,0.1565
5210.274,0.15637
5212.939,0.1565
5215.588,0.15647
5218.310,0.15637
5220.938,0.15647
5223.580,0.15657
5226.227,0.1565
5228.941,0.15641
5231.590,0.15644
5234.236,0.15647
5237.912,0.15644
5240.578,0.15637
5243.227,0.15641
5245.945,0.15647
5248.610,0.15631
5251.281,0.15624
5253.914,0.15624
5256.595,0.15624
5259.270,0.15601
5261.956,0.15595
5264.602,0.15595
5267.286,0.15562
5269.909,0.15556
5272.601,0.15552
5275.284,0.15533
5277.951,0.15526
5280.613,0.15513
5283.232,0.155
5285.904,0.15494
5288.585,0.15477
5291.246,0.15464
5293.942,0.15464
5296.590,0.15428
5299.289,0.15422
5301.936,0.15428
5304.603,0.15428
5307.270,0.15405
5309.922,0.15392
5312.604,0.15399
5315.274,0.15396
5317.944,0.15363
5320.582,0.15346
5323.274,0.1536
5325.925,0.15346
5328.580,0.1534
5331.275,0.15337
5333.924,0.15343
5336.551,0.15333
5339.227,0.15337
5341.875,0.1533
5344.551,0.15346
5347.225,0.15343
5349.920,0.1535
5352.609,0.15373
5355.264,0.15373
5357.914,0.15353
5360.587,0.1535
5363.248,0.15353
5365.874,0.15356
5368.564,0.1535
5371.227,0.15353
5373.877,0.15333
5376.553,0.15333
5379.229,0.15337
5381.875,0.15327
5384.561,0.15333
5387.411,0.15366
5390.287,0.15343
5392.919,0.1536
5395.647,0.15379
5398.293,0.1536
5400.910,0.1536
5403.581,0.1535
5406.257,0.15356
5408.923,0.15353
5411.616,0.15356
5414.234,0.1534
5416.931,0.15343
5419.591,0.15337
5422.263,0.15327
5424.917,0.15324
5427.610,0.1532
5430.273,0.15333
5432.921,0.15333
5435.612,0.15337
5438.274,0.15346
5440.916,0.15333
5443.602,0.15346
5446.227,0.1535
5448.918,0.15346
5451.601,0.1534
5454.230,0.1533
5456.921,0.1534
5459.602,0.15343
5462.263,0.15327
5464.926,0.15317
5467.609,0.15311
5470.276,0.15307
5472.925,0.15317
5475.594,0.15314
5478.262,0.15317
5480.910,0.15317
5483.604,0.1533
5486.243,0.15353
5488.944,0.15353
5491.590,0.15369
5494.270,0.15356
5496.919,0.15353
5499.595,0.15369
5502.243,0.1536
5504.978,0.15346
5507.578,0.15379
5510.245,0.15379
5512.916,0.15366
5515.561,0.15366
5518.259,0.15392
5520.883,0.15392
5523.535,0.15412
5526.199,0.15438
5528.875,0.15431
5531.565,0.15458
5534.213,0.15448
5536.882,0.15458
5539.722,0.15464
5542.555,0.15481
5545.240,0.15477
5547.911,0.15471
5550.581,0.15503
5553.244,0.15494
5555.917,0.15494
5558.564,0.1552
5561.244,0.1551
5563.895,0.1551
5566.531,0.15536
5569.241,0.15536
5571.900,0.15533
5574.565,0.15559
5577.265,0.15565
5579.882,0.15565
5582.583,0.15572
5585.254,0.15592
5587.877,0.15585
5590.575,0.15592
5593.247,0.15601
5595.926,0.15579
5598.579,0.15598
5601.261,0.15608
5603.903,0.15595
5606.576,0.15605
5609.250,0.15611
5611.903,0.15615
5614.561,0.15631
5617.236,0.15634
5619.888,0.15644
5622.558,0.15644
5625.270,0.1566
5627.909,0.15657
5630.589,0.15673
5633.263,0.1568
5635.891,0.15673
5638.567,0.1568
5641.238,0.15686
5643.895,0.15703
5646.581,0.15716
5649.247,0.15709
5651.942,0.15719
5654.564,0.15726
5657.240,0.15716
5659.894,0.15634
5662.548,0.15667
5665.204,0.1567
5667.912,0.1568
5670.571,0.15686
5673.241,0.15719
5675.892,0.15716
5678.573,0.15726
5681.203,0.15749
5683.860,0.15749
5686.577,0.15755
5689.267,0.15775
5691.874,0.15778
5694.576,0.15784
5697.244,0.15784
5699.860,0.15781
5702.554,0.15778
5705.245,0.15784
5707.907,0.15804
5710.536,0.15798
5713.246,0.15807
5715.896,0.15814
5718.579,0.15814
5721.329,0.15817
5723.858,0.1584
5726.627,0.15834
5729.214,0.15856
5731.883,0.15869
5734.568,0.15873
5737.200,0.15886
5739.902,0.15896
5742.571,0.15886
5745.223,0.15892
5747.856,0.15909
5750.594,0.15892
5753.246,0.15892
5755.863,0.15905
5758.578,0.15902
5761.249,0.15922
5763.892,0.15915
5766.531,0.15909
5769.271,0.15922
5771.896,0.15922
5774.542,0.15935
5777.216,0.15964
5779.897,0.15971
5782.547,0.15964
5785.266,0.15974
5787.902,0.15961
5790.567,0.1599
5793.217,0.15974
5795.896,0.15971
5798.572,0.15958
5801.242,0.15951
5803.899,0.15945
5806.545,0.15945
5809.252,0.15941
5811.903,0.15948
5814.556,0.15968
5817.260,0.15961
5819.857,0.15958
5822.504,0.15984
5825.177,0.15971
5827.853,0.15971
5830.541,0.15968
5833.345,0.15974
5835.882,0.15981
5838.534,0.15964
5841.206,0.15951
5843.957,0.15951
5846.564,0.15945
5849.217,0.15941
5851.890,0.15935
5854.566,0.15932
5857.181,0.15928
5859.851,0.15948
5862.527,0.15964
5865.173,0.15941
5867.911,0.15941
5870.539,0.15948
5873.212,0.15958
5875.888,0.15938
5878.541,0.15935
5881.182,0.15938
5883.886,0.15925
5886.503,0.15912
5889.179,0.15905
5891.849,0.15915
5894.499,0.15909
5897.196,0.15902
5899.868,0.15886
5902.502,0.15883
5905.180,0.15909
5907.826,0.15892
5910.540,0.15912
5913.222,0.15919
5915.887,0.15925
5918.576,0.15912
5921.218,0.15912
5923.876,0.15919
5926.544,0.15919
5929.267,0.15899
5931.861,0.15892
5934.533,0.15905
5937.202,0.15905
5939.872,0.15905
5942.563,0.15902
5945.179,0.15905
5947.869,0.15915
5950.551,0.15909
5953.214,0.15919
5955.861,0.15899
5958.540,0.15912
5961.182,0.15935
5963.832,0.15919
5966.500,0.15925
5969.214,0.15951
5971.893,0.15925
5974.542,0.15935
5977.178,0.15941
5979.832,0.15938
5982.500,0.15925
5985.211,0.15935
5987.874,0.15935
5990.522,0.15928
5993.185,0.15935
5995.868,0.15915
5998.541,0.15909
6001.195,0.15886
6003.856,0.15889
6006.544,0.15883
6009.187,0.15873
6011.918,0.15879
6014.544,0.15892
6017.205,0.15883
6019.840,0.15883
6022.499,0.15889
6025.205,0.15883
6027.825,0.15876
6030.499,0.15886
6033.183,0.15866
6035.874,0.15843
6038.542,0.15827
6041.209,0.15811
6043.862,0.15814
6046.530,0.15811
6049.215,0.15791
6051.888,0.15794
6054.527,0.15784
6057.212,0.15791
6059.896,0.15771
6062.552,0.15768
6065.221,0.15771
6067.895,0.15762
6070.564,0.15752
6073.206,0.15735
6075.871,0.15722
6078.556,0.15686
6081.225,0.1569
6083.865,0.1567
6086.561,0.15654
6089.224,0.15631
6091.871,0.15601
6094.510,0.15608
6097.225,0.15572
6099.830,0.15582
6102.529,0.15556
6105.225,0.15552
6107.871,0.15552
6110.549,0.15562
6113.225,0.15546
6115.875,0.1553
6118.529,0.15543
6121.179,0.15516
6123.825,0.15497
6126.500,0.1549
6129.150,0.15481
6131.866,0.15461
6134.495,0.15448
6137.178,0.15435
6140.011,0.15422
6142.863,0.15409
6145.541,0.15402
6148.212,0.15396
6150.862,0.15396
6156.135,0.15409
6158.884,0.15376
6161.502,0.15369
6164.190,0.15369
6166.893,0.15356
6169.520,0.15333
6172.195,0.15343
6174.870,0.15333
6177.527,0.1532
6180.214,0.15311
6182.900,0.15314
6185.538,0.15304
6188.189,0.15307
6190.832,0.15317
6193.581,0.15311
6196.205,0.15317
6198.863,0.15317
6201.534,0.15327
6204.197,0.15327
6206.874,0.1533
6209.520,0.1532
6212.209,0.1533
6214.857,0.15337
6217.534,0.1532
6220.178,0.1533
6222.871,0.15324
6225.526,0.1533
6228.224,0.1534
6230.879,0.15337
6233.497,0.1533
6236.162,0.15353
6238.848,0.1534
6241.521,0.15346
6244.158,0.15356
6246.809,0.15369
6249.476,0.15373
6252.157,0.15382
6254.826,0.15389
6257.476,0.15412
6260.151,0.15405
6262.825,0.15409
6265.514,0.15415
6268.187,0.15428
6270.860,0.15458
6273.558,0.15438
6276.166,0.15448
6278.830,0.15461
6281.496,0.15471
6284.180,0.15474
6286.814,0.1549
6289.495,0.1549
6292.186,0.155
6294.853,0.1551
6297.518,0.15523
6300.172,0.15513
6302.853,0.15543
6305.520,0.15543
6308.155,0.15543
6310.850,0.15556
6313.521,0.15572
6316.196,0.15582
6318.860,0.15572
6321.526,0.15572
6324.156,0.15565
6326.857,0.15572
6329.527,0.15572
6332.204,0.15559
6334.859,0.15595
6337.521,0.15585
6340.161,0.15579
6342.838,0.15585
6345.522,0.15611
6348.196,0.15618
6350.835,0.15608
6353.525,0.15647
6356.164,0.15628
6358.813,0.15641
6361.531,0.15654
6364.202,0.1565
6366.817,0.15644
6369.526,0.15644
6372.258,0.15654
6374.828,0.1566
6377.504,0.15647
6380.180,0.15657
6382.833,0.15664
6385.505,0.1567
6388.156,0.1568
6390.841,0.15667
6393.516,0.15696
6396.168,0.15709
6398.843,0.15716
6401.526,0.15713
6404.140,0.15735
6406.803,0.15732
6409.476,0.15732
6412.152,0.15726
6414.801,0.15735
6417.487,0.15739
6420.206,0.15752
6422.806,0.15749
6425.478,0.15755
6428.152,0.15775
6430.804,0.15765
6433.499,0.15791
6436.162,0.15807
6438.805,0.15811
6441.651,0.15817
6444.519,0.15827
6447.196,0.15853
6449.810,0.1585
6452.533,0.1586
6455.197,0.15876
6457.846,0.15876
6460.528,0.15879
6463.174,0.15883
6465.850,0.15879
6468.532,0.15886
6471.173,0.15905
6473.847,0.15905
6476.476,0.15909
6479.177,0.15935
6481.854,0.15925
6484.486,0.15951
6487.162,0.15954
6489.824,0.15971
6492.486,0.15974
6495.165,0.15974
6497.841,0.16
6500.486,0.16003
6503.134,0.1601
6505.801,0.15984
6508.454,0.16017
6511.126,0.1601
6513.801,0.1602
6516.559,0.16033
6519.176,0.16026
6521.838,0.1603
6524.489,0.16046
6527.164,0.16043
6529.842,0.16059
6532.511,0.16062
6535.152,0.16066
6537.802,0.16066
6540.448,0.16085
6543.123,0.16072
6545.798,0.16062
6548.500,0.16085
6551.179,0.16069
6553.845,0.16069
6556.501,0.16075
6559.171,0.16088
6561.817,0.16069
6564.456,0.16062
6567.188,0.16072
6569.801,0.16059
6572.451,0.16069
6575.155,0.16059
6577.802,0.16049
6580.453,0.16049
6583.233,0.16056
6586.157,0.1603
6588.839,0.16039
6591.490,0.16049
6594.152,0.16033
6596.824,0.16049
6599.491,0.16053
6602.159,0.16033
6604.813,0.16023
6607.470,0.16023
6610.133,0.16013
6612.776,0.16007
6615.452,0.16003
6618.140,0.1599
6620.777,0.1599
6623.451,0.15987
6626.174,0.15987
6628.821,0.15984
6631.496,0.15977
6634.177,0.15977
6636.828,0.15994
6639.495,0.15994
6642.175,0.15981
6644.827,0.15994
6647.499,0.15977
6650.147,0.15977
6652.821,0.15987
6655.498,0.15968
6658.173,0.15964
6660.821,0.15968
6663.497,0.15938
6666.176,0.15948
6668.830,0.15935
6671.501,0.15951
6674.179,0.15945
6676.827,0.15932
6679.501,0.15938
6682.176,0.15938
6684.837,0.15928
6687.501,0.15935
6690.148,0.15945
6692.822,0.15954
6695.496,0.15954
6698.176,0.15954
6700.844,0.15945
6703.496,0.15948
6706.177,0.15922
6708.812,0.15925
6711.465,0.15922
6714.140,0.15941
6716.825,0.15935
6719.492,0.15932
6722.136,0.15951
6724.802,0.15932
6727.457,0.15954
6730.132,0.15938
6732.780,0.15954
6735.526,0.15951
6738.223,0.15961
6740.828,0.15961
6743.498,0.15964
6746.146,0.15961
6748.985,0.15954
6751.846,0.15935
6754.477,0.15935
6757.103,0.15915
6759.785,0.15925
6762.426,0.15919
6765.098,0.15915
6767.806,0.15912
6770.496,0.15922
6773.173,0.15915
6775.820,0.15919
6778.476,0.15928
6781.151,0.15928
6783.901,0.15932
6786.497,0.15932
6789.147,0.15912
6791.822,0.15922
6794.504,0.15886
6797.151,0.15902
6799.930,0.15869
6802.476,0.15866
6805.148,0.15847
6807.821,0.1583
6810.496,0.15837
6813.151,0.15834
6815.900,0.15837
6818.530,0.15853
6821.131,0.15843
6823.805,0.15843
6826.457,0.15837
6829.123,0.15847
6831.814,0.15814
6834.483,0.15817
6837.148,0.15824
6839.822,0.15791
6842.481,0.15771
6845.152,0.15775
6847.793,0.15755
6850.546,0.15752
6853.139,0.15758
6855.815,0.15742
6858.459,0.15752
6861.146,0.15732
6863.852,0.15726
6866.452,0.15742
6869.138,0.15735
6871.837,0.15745
6874.427,0.15752
6877.101,0.15726
6879.791,0.15719
6882.426,0.15709
6885.119,0.15709
6887.827,0.15703
6890.499,0.15686
6893.147,0.15703
6895.799,0.1567
6898.472,0.1567
6901.161,0.15657
6903.830,0.15664
6906.476,0.1565
6909.151,0.1566
6911.816,0.15673
6914.481,0.15644
6917.116,0.15637
6919.779,0.15657
6922.465,0.15624
6925.140,0.15618
6927.817,0.15641
6930.462,0.15611
6933.153,0.15628
6935.817,0.15624
6938.459,0.15631
6941.140,0.15641
6943.795,0.15634
6946.468,0.15624
6949.155,0.15618
6951.825,0.15621
6954.472,0.15608
6957.160,0.15618
6959.798,0.15605
6962.469,0.15595
6965.144,0.15601
6967.805,0.15595
6970.469,0.15582
6973.123,0.15572
6975.796,0.15575
6978.471,0.15569
6981.136,0.15565
6983.811,0.15562
6986.474,0.15539
6989.125,0.15543
6991.801,0.15536
6994.476,0.15536
6997.107,0.15533
6999.760,0.1553
7002.462,0.1553
7005.162,0.15523
7007.796,0.15503
7010.468,0.15503
7013.143,0.155
7015.800,0.1552
7018.495,0.15523
7022.131,0.15516
7024.779,0.15533
7027.462,0.15539
7030.139,0.15526
7032.790,0.15536
7035.466,0.1553
7038.121,0.15507
7040.775,0.15507
7043.456,0.15474
7046.112,0.15448
7048.779,0.15464
7051.530,0.15454
7054.144,0.15451
7056.845,0.15464
7059.469,0.15467
7062.118,0.15471
7064.798,0.15481
7067.485,0.15474
7070.139,0.15484
7072.798,0.15474
7075.471,0.15487
7078.149,0.15481
7080.812,0.15477
7083.448,0.15474
7086.165,0.15454
7088.798,0.15445
7091.476,0.15458
7094.149,0.15441
7096.806,0.15441
7099.415,0.15458
7102.134,0.15445
7104.804,0.15461
7107.472,0.15461
7110.124,0.15477
7112.792,0.15474
7115.450,0.15487
7118.113,0.155
7120.748,0.15484
7123.424,0.15497
7126.072,0.15471
7128.748,0.1549
7131.424,0.15458
7134.133,0.15467
7136.793,0.15458
7139.449,0.15461
7142.122,0.15451
7144.802,0.15458
7147.456,0.15467
7150.122,0.15484
7152.822,0.15477
7155.423,0.155
7158.133,0.1552
7160.780,0.15516
7163.406,0.1553
7166.114,0.1553
7168.738,0.1553
7171.400,0.15523
7174.078,0.1553
7176.753,0.1553
7179.412,0.15533
7182.183,0.15575
7184.791,0.15543
7187.447,0.15546
7190.122,0.15543
7192.776,0.15539
7195.408,0.15559
7198.114,0.15569
7200.808,0.15595
7203.451,0.15598
7206.120,0.15631
7208.801,0.15615
7211.450,0.15598
7214.126,0.15595
7216.768,0.15582
7219.445,0.15595
7222.117,0.15605
7224.782,0.15592
7227.460,0.15592
7230.129,0.15608
7232.775,0.15605
7235.450,0.15611
7238.117,0.15624
7240.766,0.15641
7243.423,0.1566
7246.117,0.1565
7248.772,0.15634
7251.443,0.15634
7254.126,0.15641
7256.763,0.15634
7259.437,0.15637
7262.108,0.15634
7264.765,0.15634
7267.441,0.15634
7270.156,0.15634
7272.756,0.15621
7275.470,0.15618
7278.120,0.15628
7280.768,0.15628
7283.429,0.15605
7286.117,0.15621
